abn,charityname,registrationstatus,charitysize,activity_desc,other_activity_desc
44989193251,The Trustee For The Bedamuni Scripture & Overseas Development Trust,Registered,Small,We provide all of our charity's activities for the benefit of the Bedamuni and adjacent people's groups in Papua New Guinea.  The preparation of the delivery of the materials used for this purpose is attended to in Australia.,
45000528870,The Ryder Cheshire Foundation In New South Wales,Registered,Small,"RCA, its Foundations and Support Groups are run entirely by volunteers at all levels, ensuring 100% of all donations reach the intended recipients and programs. It is an organisation that is making a real difference to the lives of people who are sick, have a disability, or are destitute; with a proven record of achieving its goals for over sixty years. The Foundations and Support Groups raise funds in a variety of ways to support the humanitarian work at the Ryder-Cheshire Homes: Raphael in Uttarakhand India and Klibur Domin in Timor-Leste",Volunteer work
45001335182,Australian Chamber Orchestra Pty Ltd,Registered,Large,International Touring to present innovative Australian performances and talent globally.,
45002569271,The Hunger Project Australia,Registered,Large,The Hunger Project Australia directly funds projects in country run by THP program partners.,The Hunger Project Australia funds and provides program oversight for development activities delivered by working in partnership with other Hunger Project entities in identified program countries.
45074766224,Therapeutic Guidelines Ltd,Registered,Large,"The Partnership Program:   Provided a mobile application, Guideline Host, in Fiji, Solomon Islands and Vanuatu. These apps contain locally created standard treatment guidelines to assist health practitioners in the care of their patients and are endorsed by the national Ministries of Health.    Supported the development of national antimicrobial guidelines and review of the list of antimicrobials on the National Medical and Dental Catalogue in Papua New Guinea.    Offered complimentary access to Therapeutic Guidelines to health professionals in all low- and middle-income countries. In 2022, new subscriptions were taken up by 153 people in 15 countries.",Therapeutic Guidelines  product is accessed and purchased from customers throughout the world.
45103660948,The Kokoda Track Foundation Limited,Registered,Large,"KTF is an Australian international development organisation operating in Papua New Guinea. We deliver development activities across 17 Provinces in the vital areas of education, health, equality and leadership. We work with people and communities to improve the lives, livelihoods and futures of Papua New Guineans.",
45112534871,Mitrataa Foundation,Registered,Small,All our programs are conducted in Nepal.,
45119260393,St Luke's Berry Anglican Church,Registered,Small,This involves donations to Australia based organisations who in turn provide o/seas finacial support,Support of overseas missionary workers
45134664903,Foundation for Developing Cambodian Communities Ltd,Registered,Small,"The Mekhala House boarding facility provided care and support to 14 female students who otherwise were destined to drop our from high school. Local salaries Khmer staff provide cooking, security, office admin as well as English teaching and computer studies. Additionally there were 11 university students who had successfully completed their secondary schooling at Mekhala House and were successfully progressing with their university courses.",
45145643481,Inspiration Church,Registered,Small,Communicate through email and online Zoom meetings.,
45164773424,HEARTHSTONE UNITY LTD,Registered,Small,Providing funding for Ugandan Wise Choices for Life programs.     Planning and design work for building infrastructure associated with humanitarian aid programs in Uganda.,
45181289987,Australian Afghan Hassanian Youth Association Incorporated,Registered,Medium,"The Australian Afghan Hassanian Youth Association is a Public Benevolent Institution and has a role to assist people affected by immediate and long term crisis. In the midst of such chaos and atrocity, AAHYA has been assisting families, individuals, migrants and refugees with relief packages such as food, clothing and educational materials. During the COVID-19 Pandemic AAHYA was able to assist over 200 families in Pakistan with clothing and direct relief of warm weather clothing. AAHYA also during the month of Ramadhan was able to assist over 300 families with Food packages being distributed across the poorest regions of Afghanistan including Kabul, Dasht- e Barchi. With the help of our international team and the hardworking team in Australia we continue to pursue greater relief for people who have absolutely nothing at all.",
45195735604,Spirit Filled Church,Registered,Small,We provide assistance to families and children in need with various domestic items,
45199804844,Three Hearts Media Organization Inc,Registered,Small,"Supporting vocation and providing spiritual education and information of faith to families, young people and ministers.",
45212013072,The Syrian Australian Cultural Centre Inc.,Registered,Small,"Transfer of funds to enable continuing provision of home care packages for vulnerable families.  This has significantly reduced compared to previous years, however. there remains a few families who require continued assistance at this stage.",
45217270587,Phillip Island Baptist Church,Registered,Small,Our church sends money to Interserve Australia and to Pioneers Australia to support the missionaries.,Missionaries in Thailand are working with the poorer communities on behalf of Interserve Australia.  The missionaries in Romania are working with the Roma people in Romania on behalf of Pioneers Australia.
45279863138,The Divine Life Society Of Australia Incorporated,Registered,Small,Supporting educational and vocational training for needy students overseas through Education and Skills development Projects. Providing eyecare and restoring sight for needy who are unable to afford the basic eyecare through Eyecare Projects.,
45374899784,Australasian Society For Stem Cell Research Inc,Registered,Small,The charity has provided feedback to the International Society for Stem Cell Research (ISSCR) on international policies regarding stem cell research.   Provide travel grants for students participation in international conferences.,
45403642532,Gambella Orphans and Vulnerable Children Organisation of Australia Inc.,Registered,Small,"We send funds to purchase school uniforms, shoes, backpacks, school supplies and some cattle for children who were orphaned in the 2016 raid in Gambella",
45456787145,Ears Inc,Registered,Small,In partnership with African Bible College we run an Audiology clinic and Batchelor of Audiology course in Malawi. 2022 saw 16 graduates. In Fiji we partner with the Frank Hilton Foundation to provide support and training for their staff in assessments and fitting hearing aids to children with disabilities. We have supplied equipment and training to our partners at Callan Services in PNG but COVID-19 has severely restricted services.,Providing technical support remotely via internet
45480440312,South Australian Viet Nam Charity Group Inc,Registered,Small,"Provide water reticulation to three Orphanages which includes ongoing maintenance. Provide food, medicines, clothing and bicycles to those Orphanages. Upgrade kitchens and provide shade clothe to the Orphanages.",
45516897925,New Life Indonesian Community Church Incorporated,Registered,Small,Further details: In Cambodia - The charity provides mobile clinic and assisting local people to farm in  order to be self sufficient. In West Papua - Indonesia - The organisation is providing education support of early  childhood for rural and local people,
45571615526,AusCongo Network Incorporated,Registered,Small,Programs to support self development and independence of people in DRC  -chicken vaccination keep chickens and families free from disease: people can now do this themselves and have fridges to store vaccine;  -fuel efficient stoves project to provide safe and fuel efficient means of cooking rather than open fires: people now assist others to build these -computer literacy for adults so they are better able to operate in a world now needing computer skills for employment and information -range of education materials loaded on to computers for children who cannot access these programs over the internet: enables education opportunities for children who otherwise would not have them,
45606874739,CASD-Australia Ltd,Registered,Small,"The principal activities of the company during the financial period were to relieve persons in Nepal who are in need by reasons of poverty, sickness or distress by means of: i. education programs ii. community development projects iii. empowering women and support of new and expecting mothers.",
45609777353,Bali Sports Foundation Australia,Registered,Small,"BSFA provides  different  disability sports programs to persons with disabilities in Indonesia, Cambodia, Timor-Leste, Singapore.  In Indonesia ,BSFA has been recognized    I want to pay tribute to the in this respect to the amazing work of Bali Sports Foundation.  Its Founder Rodney Holt is an Australian  who introduced wheelchair basketball to Indonesia ten years ago to give ack to disadvantaged Indonesian disabled youth via sports. Active in Bali, Lombok, Sulawesi, West Timor, Kupang and Timor-Leste, it's a truly grassroots sports diplomacy success story. Luke Gosling  (Member for Solomon for Parliament of Australia)  In 2022 BSFA held the first ParaSports Tournament in Timor-Leste since independence , with International Wheelchair Rugby with teams from Australia, Indonesia and Timor-Leste. BSFA promoted cross border sports between Indonesia and Timor-Leste to help reconciliation.",
45639423715,ARCHIE'S EMBRACE LTD,Registered,Small,Our fundraising here in Australia is aimed at funding medical research into cures or  treatments for genetic disorders. At the moment we are looking to send funds to the  University of Texas South Western to assist in their clinical research into Gene  Therapy for patients with ECHS1D deficiency,
45646320854,SEWING THE SEEDS LIMITED,Registered,Small,"Sewing the Seeds works in partnership with grassroots NGO Samugam Trust to provide sewing machines, training and employment to rural and marginalised women in Tamil Nadu and Pondicherry India. Since 2011, the project has created opportunities for over 130 women to run their own home grown businesses.  Our centre provides a safe space for women from diverse backgrounds to connect, learn new skills and work productively. In addition to sewing the women are learning complimentary skills such as designing, hand stitching and pattern making, all of which are incorporated into our products.   Participants of Sewing the Seeds receive an introduction to business and financial management skills, as well women s health education. We have committed to employing teachers to deliver these skills. We need your help to maintain and grow this initiative.",
45656739981,FISU OCEANIA LIMITED,Registered,Small,"We exist to provide support and services to National University Sport Federations and we focus on driving greater participation and engagement in university sport across the Pacific region. We do this by providing opportunity pathways for university students, education and training to build the capacity of our member federations and conduct sporting events.",Increasing the capacity of sports administrators to assist them to organise sport activities and opportunities for university students in their country. Providing growth and capacity building opportunities for student leaders.
45703020659,FRANCISCANS OF THE CROSS INCORPORATED,Registered,Small,"We provide a small amount of financial support each month, somewhere between $100 and $300. Our money is raised from Fundraising events. We managed to raise $20,000 this year. We provide food packages to Sri Lanka and Bangladesh and Sth India. A food programme we run in Pakistan, feeding Afghani refugees weekly. We support a small orphanage in Kenya and also in Nigeria. We also have tried to set up a support group for women only in the Fremantle area in which I live. We did receive a $1000 Australia Post Grant this year. We also send Volunteers to assist.",
45773506304,Southern Cross Rodnovery,Registered,Small,"meeting, conferences & establishing branches",
46002812259,Iglesia Ni Cristo,Registered,Large,"Provide assistance in the form of eco-farming projects, care for humanity projects that includes food, housing, clothing, medical and dental care, spiritual counselling through the words of God written in the Holy Scriptures, building houses of worship",
46003380890,CARE Australia,Registered,Large,CARE Australia's work overseas is increasingly done through local partners.,"Provide technical assistance and professional advocacy, research and capacity building."
46008417724,The Trustee For One Thousand Villages Fund,Registered,Small,Supported a range of projects in the Mekong Sub-region that aim to reduce the vulnerability of people and communities to trafficking and other forms of exploitation.,
46057426990,Apt Education Foundation Ltd.,Registered,Small,"RAISING UP NATIONAL PASTORS IN THE AUSTRALIAN-ASIA PACIFIC REGION TEACHING , TRAINING AND EQUIPING THE BODY OF CHRIST FEEDING AND EDUCATION CHILDREN AND ESTABLISHING BIBLE SCHOOLS",
46070556642,The Fred Hollows Foundation,Registered,Large,For further details: https://www.hollows.org/au/annual-reports,
46133445404,Earth Garden Foundation Australia Ltd,Registered,Small,"We pay the annual running costs of the children's home we support near Kathmandu, Nepal. With our Indigenous Nepali project partners we install solar power and lighting plants in remote village health posts and small hospitals that have no mains power.",
46147088757,Help Foundation Ltd,Registered,Small,"Our charity's main purpose is the training of Mahouts in ethical training methods for elephants. While we have been unable to travel overseas, we have developed a training app that we hope to roll out. The app is intended to compliment hands on training, but also allow us to reach areas we wouldn't ordinarily be able to reach. We have also continued to provide financial support to overseas partners impacted by the pandemic.",
46155230354,Tsa Environmental Research Limited,Registered,Small,Support the work of the Technion Israel Institute of Technology and other universities in Australia and Israel in research into the natural environment.,
46291125474,Living Word Culcairn Incorporated,Registered,Small,We support an organisation Hands At Work Africa in which we support the most vulnerable children in Zimbabwe,
46314804997,Christian Resource Centre_Incorporated,Registered,Small,"MAF. A Christian organization that provides communication and learning technology to more than 1,000 Christian and Humanitarian agencies as well of thousands of isolated missionaries and indigenous villages in the world's most remote areas.",
46373535209,Australian Marist Solidarity Limited,Registered,Large,"We believe local people are best placed to identify and respond to the challenges facing their communities. We work directly with community partners, assisting access to the skills and resources required to develop quality education and leadership where they need it the most. AMS works throughout Asia and the Pacific Islands on a combination of long-term and short-term development projects. These projects aim to develop or support locally sustained education opportunities for the young people in these regions.",
46397213432,Freedom Christian Church Inc,Registered,Small,"With approval from local governments, the individuals we support provide programs that promote social and economic development across local communities.",
46485375414,Borneo Orangutan Survival (Bos) Australia Inc.,Registered,Medium,Borneo Orangutan Survival (BOS) Australia Inc supports Borneo  Orangutan Survival Foundation (BOSF). Question 7 above describes the work  undertaken by BOSF supported financially and operationally by BOS Australia.  BOS Australia also provided project management support to assist with capital projects to ensure quality of delivered projects of Australian raised funds.  BOSA has undertaken less work directly in Indonesia in 2021-22 due to travel  restrictions.,
46531585050,DHARMA CARE INC,Registered,Small,Projects run in collaboration with registered overseas charities,
46553292995,Victor Harbor Christadelphian Ecclesia Incorporated,Registered,Small,"Childrens Services, Sunday School. Public Lectures on religious topics. Family activities, outings. Public awareness, advertising, bible classes. International Aid and disaster relief",
46596589148,SAMOAN INDEPENDENT SEVENTH DAY ADVENTIST CHURCH WESTERN SYDNEY INCORPORATED,Registered,Large,"Church worldwide help each other to fund new projects such as schools and church buildings and halls to run the programmes of spreading the word of God and to educate our young people Help out the administration of the church worldwide. The charity international activities are discussed and approved by the SISDAC WORLDWIDE COUNCIL and all our overseas divisions comply as approved. Our organisation maintain reasonable internal control procedure to ensure the funds and goods are used wisely overseas as its needed. The world committee meets to discuss these procedures and the funding of the projects and to be passed before it make it happen. Our community service the Worldwide church as what is needed to fund the spreading of the gospel overseas such as funds for bible missions, churches to worship and schools.",
46607036279,Dogstar Foundation Down Under Ltd,Registered,Small,"Send supplies from Melbourne to SL and fundraising to support on-ground activities including: street and village cat/dog feeding, vaccinations, sterilisation/neuter programs",
46615224505,R.I.T.C.H Foundation Limited,Registered,Small,same as domestic activities - but driven through the international volunteers/staff in collaboration with Australian local volunteers/staff,"Other: Fund raisers to assist employees and or customers experiencing financial suffering from either personal or natural disaster and Providing equipment and software linked to information technology (i.e. computers, ipads) to schools to assist students from a disadvantaged background. The company is established to be a charity whose purpose is to advance social and public welfare by providing financial assistance to people who are unable to care for themselves as a result of health or other financial circumstances. Further details: The company is established to be a charity whose purpose is to advance social and  public welfare to people outside Australia where Pentana Solutions has its international offices and customers by providing: a. Money, goods to people who have lost their homes and/or businesses due to floods, bushfires or other natural disasters, to ensure that they can have a modest standard of living while they are recovering from losing their home and/or business"
46615896092,Katalyst Foundation Ltd,Registered,Small,"Katalyst works with its partner charity in Fiji, also named Katalyst. Through this partnership funds are raised and through having on the ground support and resources is invaluable in enabling increased visibility with the implementation and ongoing management of activities, projects and ongoing programs Fiji.",
46617308241,Tarro Beresfield Baptist Church,Registered,Small,"We support financially children's education, health and hygiene, children's rights, nutrition.",
46620926624,World Day Of Prayer Vic Committee,Registered,Small,WDP Vic is affiliated with WDP International which co-ordinates the selection of countries to be supported around 5 years into the future.,WDP provides funds to The Bible Society in Australia who direct those funds to a specific project in the designated country.
46625358938,Field Ready Ltd,Registered,Small,Support for our partners in Bangladesh,
46637938697,PACIFIC ISLANDS HEALTH AND EDUCATION LIMITED,Registered,Medium,"We provide equipment and supplies to enable the Medical Clinic in Northern Vanuatu to provide much needed Medical Services.  We provide the resources to enable recruitment of volunteers, procurement of medicines, IT, PPE and general Medical consumables.",
46646924325,THINK PROJECT GLOBAL LIMITED,Registered,Small,Think Project led a donation of life saving medication to two major hospitals during a major economic crisis. A donation of enoxaparin was made to the De Soysa Hospital for Women for patients with complicated obstetric and gynaecological issues and to the National Hospital of Sri-Lanka.   We led a second major initiative involving a  donation of major cardio-thoracic surgery equipment to the National Hospital of Sri-Lanka.,Providing urgently needed medical supplies
46652204245,CLOUD SCHOOL THE CLASSROOM IN THE CLOUD LTD,Registered,Small,"Since 2019 we have been providing English lessons to 200 students aged 5 - 29 years in Proval in Cambodia. Now focusing on providing further education in Entrepreneurial, coding, art, and life skills.  In early 2022 we began teaching a coding class at a boarding house in India for students aged from 11 years old to 13 years old through our educational programs.",
46729020250,One Vision Aid,Registered,Small,we transfer funds overseas and purchase goods to distribute to the poor and needy,
46732867706,Callala Christian Community Church Inc,Registered,Small,Financial Support,
46764074015,Debra's Kitty Association,Registered,Small,"We support children orphaned by HIV and AIDS in Kenya through tuitin support, school uniforms and books. We do this through charitable donations of our volunteers and supporters.",
46798447995,BareFoot Ministies INC.,Registered,Small,providing funds to drill bore wells in needy villages in India. providing sewing machines for ladies to start their own small business. funding education needs for needy children,
46863908464,Australian Mustard Seed Organisation Incorporated,Registered,Small,"AMSOI is run by a board of dedicated persons whose purpose is to help those who have been left destitute in life by providing  funds for food, housing, access to education, medical care and spiritual nourishment to a number of orphans and widows in Myanmar.    Children who come into the orphanage with serious illness (such as tuberculosis) are placed into a separate quarantine facility while they are medically treated before moving them into the main orphanage.",
47004678806,Sgm International Incorporated,Registered,Small,Producing Christian literature and training materials to assist spreading the good news of Jesus Christ throughout Indonesia and New Zealand.,
47077509654,Buddhism Today Association Incorporated,Registered,Small,"Send money overseas to help Covid patients, eye operation, sickness, people with disabilities, very poor people, educational scholarship, flood victims, print and contribute free books. Primary and secondary education, Higher education, other education Hospital services and rehabilitation activities Aged care activities Emergency and relief Religious activities",
47101325236,Punctum Inc,Registered,Small,Supporting regional artists overseas to connect with regional communities investigate and test new practice ideas with an emphasis on contemporary art practice.,"Exchange with international artists for research collaboration and connecting artists across cultures, geographies and artforms."
47104346590,International Riverfoundation,Registered,Small,"The International RiverFoundation supports a Twinning Program in Kenya in partnership with the Tweed Shire Council. The 25th International Riversymposium was held in Vienna, Austria in partnership with the International Association for Water Service Companies in the Danube River Catchment (IAWD) and the City of Vienna on 27 November to 1 December 2022.",
47108062659,United Methodist Church of South Australia,Registered,Small,We assisted in building a school for orphans and conducted zoom sessions attended by the youth women and males,
47137821919,Overflow Mission Pty Ltd,Registered,Small,We provide Zoom related programs to groups in Singapore,
47140180169,Key Assets The Children's Services Provider (Australia) Limited,Registered,Large,Key Assets manages the NI-Connect program on Norfolk Island. Details on the program can be found at ni-connect.net.,
47155488467,Skin Cancer College Australasia Limited,Registered,Medium,Providing education programs in key Locations in New Zealand,
47156532919,Servants & Servants,Registered,Small,"Financially support organisations that provide community development, micro-enterprises, housing, drug rehabilitation, sustainable food & clean water projects.",
47162361280,World Team Australia Incorporated,Registered,Small,Administers funds from donors to the missionaries serving in overseas countries,
47197045372,Association For Better Living And Education Inc.,Registered,Small,"We promote moral values in Australia, New Zealand, Taiwan, Japan, Malaysia, Thailand, Nepal, Philippines. We promote literacy in Australia, New Zealand, Timor Leste, Samoa, Nepal, Malaysia, Indonesia and India.  We administrate and promote drug rehabilitation in Australia, Nepal, Taiwan and Japan.  We assist and promote the criminal rehabilitation in Australia, New Zealand and Taiwan.","Administration, supervision and promotion of morals, drug rehabilitation and educational campaigns."
47247029764,Oceania Medical Missions Association,Registered,Small,"We transfer the funds to overseas missionary who have a connection with our organization.   1. Mr. Ahn Philip      (Vietnam mission -- helping people who are suffering from poverty, rehabilitation centre from drugs) 2. Mr. Lee Hankyu    (Indonesia mission  -- helping people who are suffering from poverty)  3. Pastor Yoon Daekeun   (Helping Overseas students mission in Korea)",
47367894930,The Chartered Institute Of Logistics And Transport In Australia Inc,Registered,Small,We provide oversight to CILT Philippines as a mentor until they are established and we are part of the Region called Australasia which incorporates Fiji and NZ in its region.,"In Australia we host a Member Community Platform and have been demonstrating this to our other global branches. Zimbabwe want to adopt our platform and discussions continue into 2023 to help this happen. Indonesia, Malaysia and Turkey as well. This initiative started and was implemented in Australia initially and is being rolled out internationally.."
47387596641,Manna International Australia Ministries,Registered,Small,"Monies are used by established groups among the Jewish and Arab Messianic communities to assist in provision of food, shelter, camps and literature.",
47442730803,Healthy Heart International Incorporated,Registered,Small,1. Providing free medical equipment for angiography and angioplasty. 2. Providing free dialysis services with the Help of TDC Australia and TDC     Pakistan.,
47467887194,Fund For Mahalir Illam,Registered,Small,"Thilagavadiyar Girls  Home (TGH), Palugamum, Batticaloa, Srilanka provides housing  for orphans girls of economically disadvantaged communities to graduate from  secondary school and follow vocational training or university education. Fund for  Mahalirillam has been funding needy rural children at TGH, since the year 2008. It utilizes its funds through the Social Welfare Organization (SWO), a charity in  Batticaloa, and embarked on projects which included a new building for TGH for  housing children. It introduced after school learning programs in Oct 2017 delivering  video lessons via zoom to all the children, and employed local teachers & Australian  volunteer teachers to help children improve their learning ability and perform better in  the examinations. In the year 2020/21 Mahalirillam supported 50 children  accommodated in TGH and offered 40 scholarships to disadvantaged University /GCE  AL students. It also funded income-generating projects that are managed by the SWO",
47476624173,Positive Aid Inc,Registered,Small,We send funds overseas to support community health programs in rural Kenya. We also provide technical support to ensure the programs are well run.,Providing technical support to our Kenyan partner organisations
47604377059,A Perfect Foundation Charity Ltd,Registered,Small,at the moment we are doing international work via a partnership with another charity,
47613685234,Australian National Committee Of The International Council Of Museums Incorporated,Registered,Small,"As a branch of the International Council of Museums based in Paris, it represents the international interests of its member museums and museum professionals across Australia and nearby regions. Memberships for Australian Members are managed on behalf of ICOM International.  ICOM Australia provides support to international committees and training activities, primarily in the South East Asia and Pacific Regions.  Following the delay of Covid 19 the Joint pilot program with ICOM Singapore 2022 was the year for planning and promotion of the program with the partners and participants.",
47615498381,Fairaction International Pty Ltd,Registered,Medium,We are conducting research and development in Africa to develop a holistic solution for achieving the sustainability of water infrastructure assets in developing countries in order to achieve SDG6.1 - provide universal and equitable access to safe and affordable drinking water for all.,
47619398542,Civic Aid and Development,Registered,Small,"Project Madagascar partners and supports a team in Madagascar to provide educational opportunities for impoverished Malagasy children and young adults. This includes a trilingual self-paced curriculum for children from Kindergarten to Grade 12 through two schools located in the capital city, Antananarivo.",
47663432388,Helping Children Smile Inc.,Registered,Small,Surgical corrections for facial deformities for the indigent children of the Philippines,
47744571557,Free Wesleyan Church Of Tonga In Australia,Registered,Small,"Support the Tongan Communities overseas during disaster relief, education scholarships etc",
47761914160,SAVE Projects inc.,Registered,Small,"We look to address the basic needs and essential living expenses of children and young people in South Africa. Our work with Uthando House, Place of Safety in South Africa, continues to focus on supporting basic needs including food, water & security.",
47817183926,UnitingWorld,Registered,Large,"UnitingWorld provides funding and support to deliver programs through local churches to all, regardless of faith, sexuality, ethnicity, ability or gender. Our projects are initiated and implemented by our partners. All of our projects address one or more of the the following themes: Poverty Alleviation, Leadership, Gender Equality, Climate Resilience or Emergency Response.  In 2022 we supported 31 life-changing projects across 14 countries. These projects were delivered by 23 partners and reached over 200,000 people.  Just over 106,000 people benefitted from COVID-19 prevention and recovery support. Over 39,000 people accessed health and hygiene services. Over 77,000 people were supported to improve their livelihoods. 3,330 people with disability accessed our programs. Nearly 7,000 people were trained in safeguarding and protection. We supported 1,777 children to access education and nearly 2,000 women and girls received financial services or loans.",
47915006050,Australian Jesuit Mission Overseas Aid Fund,Registered,Large,"In 2022 Jesuit Mission supported over 60 projects in 11 countries and directly supported over 392,000 people.  The programs seek to break cycles of poverty through - teaching and education -protecting the well-being of communities by providing medical care and programs that improve access to clean water and toilers -developing independent, strong communities through livelihood training and income-generating projects, and -providing vulnerable individuals with pastoral care, social inclusion, and advocacy. Emergency humanitarian assistance was provided to almost 65,000 people displaced by the conflicts in Myanmar and Ukraine.",
47921639776,FAITH LOVE HOPE SYDNEY INCORPORATED,Registered,Small,We are working towards building a new children's home in Myanmar.,
48003931537,Potters House Christian Church Of Canberra,Registered,Small,we send teams of people to help and encourage other missions  we supply limited good for there use in teaching and religious programs.,
48086333842,Christian Destiny Ltd,Registered,Small,"We financially support the school & orphanage's operating costs by funding staff wages & infrastructure development e.g buildings, food, well digging for water supply.",
48100402532,Living Water For Africa Mission Inc,Registered,Small,Christian Outreach in Tanzania,
48102463744,Vets for Compassion Incorporated,Registered,Small,We provide limited training and desexing programs in China and South East Asia.  We also provide animal birth control and rabies infection training,
48124490053,Australian Sponsorship 4 African Kids Ltd,Registered,Small,We support Nanas House in Ghana to provide education to children in Ghana.,
48147098260,Hagar International Foundation,Registered,Large,"Hagar operates direct program activity in Cambodia, Afghanistan and Vietnam and operates through partner organisations in Singapore, The Solomon Islands and Myanmar.",
48158197684,Parklands Christian Centre,Registered,Small,Helping likeminded organisations and communities overseas.,
48258146344,BCC Africa Inc.,Registered,Small,"Support for education, relief from poverty and disadvantage.",
48264545457,ASHM Health,Registered,Large,ASHM runs health promotion activities in various pacific countries. It also works with a Swiss based charity to run education activities in Europe and Canada.,
48273732445,NFPCCC (NOT-FOR-PROFIT & CHARITY COMMUNITY CONSULTANTS) + CCSE & DCSS - NATIONAL DEI/EQUALITY/LGBTIQA+ & FIRST NATIONS (INDIGENOUS CORPORATION) SOCIAL ENTERPRISE DUAL-CHARITY | WWW.NFPCCC.AU & WWW.DCSS.ORG.AU |,Registered,Small,"WE PROVIDE SERVICES WHERE BENEFICIAL TO THE VULNERABLE COMMUNITIES IN ACCORDANCE WITH THE LEGISLATION, AND THAT IS ETHICAL.","WE PROVIDE SERVICES WHERE BENEFICIAL TO THE VULNERABLE COMMUNITIES IN ACCORDANCE WITH THE LEGISLATION, AND THAT IS ETHICAL."
48281742486,THE TRUSTEE FOR THE JUNE CANAVAN FOUNDATION,Registered,Small,"We provide donations and / or loans to organisations in our geographical areas of interest - East Africa and Papua New Guinea.  Organisations in East Africa include the School of St Jude, TanWaste and Round Trip Foundation.  Organisations in Papua New Guinea include Waintaim PNG and Library for All.",
48545535926,Brave Hearts Ethiopia,Registered,Small,"BHE does not yet have activities overseas, however BHE donates the funds it raises to BHE in Ethiopia which is its partner organization. In return BHE in Ethiopia provides quarterly and annual reports for its implementation of its program.",Charity main activity: International activities Transferring funds or goods overseas
48571414703,Bridgewater Uniting Church,Registered,Small,Contributions towards the Uniting World - Everything In Common program that assists overseas fakilies and individual to make a better life',
48605504514,Barefoot Initiative Limited,Registered,Small,"The charity continues to support its current and past projects in the AFAR region in Ethiopia. It continues to support previous and ongoing students which have continued to graduated and provide ongoing skilled services within the community. The charity continued to support up to 9 students studying at university level in 2022. These were in the disciplines of Health, Pharmacy and Finance. The charity has had continued to have limited opportunity to recruit new students due to travel restrictions during the COVID Pandemic & Tigrayan Conflict. We hope to recruit more students in 2023 year. The charity continued to focus on increasing support of water cart distributions to family groups within the AFAR. Continued growth in relationship with local NGO's on the ground in Ethiopia also remains a key focus for delivery of other projects. Community discussions also continue to assist in determining priority for future assistance required by remote AFAR communities.",
48614111563,Bali Children Foundation Ltd.,Registered,Medium,"Bali Children Foundation Ltd provides direct funds to overseas charities which has enabled the current numbers of 7,500+ children to be educated.",
48614164224,FREO2 Foundation Australia Limited,Registered,Medium,FREO2's suite of oxygen products is developed in Australia and distributed to remote health centres in low and middle income countries to improve health outcomes in those centres.,
48618963198,Computers for Congo Ltd,Registered,Small,We take refurbished IT equipment to the DR Congo to help establish Computer Training Centres. We send shipping containers containing equipment to the DR Congo and use that equipment to setup training centres and provide training and consulting for those programs.,
48622597657,"Children's Joy Foundation International, Australia Limited",Registered,Small,"CJFI Australia supports seven (7) residential houses (rescue centres) across the Philippines. These centres are used to house children from drug abused parents, victims of violence and those that are endorsed by the Department of Social Welfare and Development (DSWD   A government agency in the Philippines). CJFI Australia supports these centres through projects such as building day care centres, providing educational supplies and food sustenance during the year. CJFI Australia also helps during catastrophe by providing emergency reliefs to the victims of calamities and pandemic.",
48624788281,To Be Loved Network Ltd,Registered,Small,"Guest speaker/s at international Legal and Family Violence Conferences to highlight the critical importance of giving children a voice in navigating the serious challenges of family breakdown for parents, children and extended family members whilst maintaining legal Professional Development requirements.","Speaking at international Legal Conferences highlighting the critical importance of giving children a voice experiencing the challenges of family breakdown as a result of separation, divorce and/or family violence. Promoting the education of legal professionals to prioritise giving children a greater voice going through the court system."
48630436378,ROB'S DOGS FOUNDATION LIMITED,Registered,Small,"Rob's Dog runs on the ground sterilizing programs in Thailand and Indonesia, this includes sending funding to both these countries as well as supplies and volunteers. We support an equine sanctuary in Thailand -  they fundraise via us and we keep receipts of all money going to these projects & what its spent on.  This has been particularly useful this year with Covid impacting Thailand's tourist economy-  as the sanctuary used to rely on tourist money to feed the animals.",
48642978078,THE KUTAMANI FOUNDATION LIMITED,Registered,Small,"The  Teacher Outreach  program, is a comprehensive professional development program, which has been designed in a way that directly targets the key needs of underqualified teachers and can be continually guided by those we support. The 'Teacher outreach  program itself, consists of three main initiatives, which will be operated from our mobile library: 1) Facilitating comprehensives upskill courses, focusing on the Tanzanian curriculum and syllabus. 2) A library system resource center, giving educators access to books, textbooks, and technology. 3) A 'collaboration' initiative, which consists of establishing dedicated teams of teachers (PLC -Professional Learning Communities), who meet regularly to collaborate on ideas, learning concepts, and assessments to drive their professional development, with a focus on improving student results.The program aims to improve the quality of education being provided to disadvantaged children, so they are able to continue with their education.",
48651209941,The Trustee For Sathya Sai Central Trust Of Australia,Registered,Small,"This Charity i looks after disaster relief in Fiji floods, COVID Relief and New Zealand Earth Quake relies etc.",
48779587220,The Trustee For The New Life Trust,Registered,Small,Supporting Orphans and Abandoned Children,
48874356825,Brothers Mission For The Poor,Registered,Small,Helping the poor,
48894537905,The Movember Group Pty Limited As Trustee For The Movember Foundation,Registered,Large,"We deliver our programs in conjunction with overseas subsidiary organisations across our 6 major markets, being Australia, UK, US, Canada, New Zealand and Ireland",
