abn,charityname,registrationstatus,charitysize,activity_desc,other_activity_desc
66146102543,Harvest Cambodia,Registered,Small,We run ongoing staff development both in person in country and via email and skype. We run teacher training trips to Cambodia and bring school groups on cultural immersion tours.,
66147372272,Moclam Ltd,Registered,Small,We teach the Theological Certificate mentioned in the program section in Latin America and Spain.,
66157631327,Bicycles for Humanity (WA) Inc.,Registered,Small,Donated 2 x 40ft containers loaded with 826 bikes with spare parts and tools to Bicycle Empowerment Network Namibia. No funds are transferred overseas.,
66165269670,Amitofo Care Centre Australia,Registered,Small,"Providing services and funding to the most vulnerable children in Africa with access to Basic Human Rights At Amitofo Care Centre international activities, we not only provide support to children who have lost their parents; we also provide full support to children from families who donât have the funds and resources to support them.Internationally in Africa we support the organising of numerous social programs with the objective to relieve hunger, poverty, and abuse working hand in hand with local communities and families. Our programs help provide school uniforms, books, clothing, school fee support, medical facilities, and equipment to those to receive diverse and quality education.",
66167361079,His Harvest Limited,Registered,Medium,Please refer to Charity's programs for details.,
66180541162,Mineral Policy Institute Incorporated,Registered,Small,Our co-research (participant action-research) ensured that mining-affected communities in PNG had access to more accurate and targeted information about the potential impacts of extractive industries. Providing this information created opportunities for a more just process that delivers better outcomes for communities and the environments they depend on.,
66205957255,The Trustee For Gwendoline Adelaide Carter Estate,Registered,Small, ,
66284093754,Worldwide Evangelistic Ministries,Registered,Small,"WEM provides regular support to a Boys' Home in Orakkadu, India, to assist with its operational costs. With the ongoing impact of COVID, there remains a need to provide funds for medical check-ups, face masks and hand sanitizer, apart from the normal every day needs of food, clothing and education. Additional one-off gifts are sent at Christmas to provide extra food, and a small gift for each of the boys.WEM also provides financial support for urgent needs, which this year has included a co-worker in Uganda and support for three widows and their children following the death of three co-workers.WEM provides weekly electronic training to national workers in a mentoring/teaching role to assist them in growing in their effectiveness in ministry.WEM provides theology training through Christ's Evangelical Foundation (CEF) allowing individuals who otherwise could not afford to study the opportunity of a scholarship to complete a 22 unit Bible Training Program.",
66305059934,"The Association of Serbian Victims of the Bosnian Civil War 1992-1996, Australia",Registered,Small,"we organized people and former prisoners in Bosnia to make 25th anniversary of  our Concentration Camp Silos-Tarcin, BiH by $350",
66338565039,Kirkpatrick Settlement,Registered,Small, ,
66390558129,The Trustee For J & K Levi,Registered,Small, ,
66501582377,Flinders Overseas Health Group Incorporated,Registered,Medium,"FOHG is a group of voluntary health professionals across Australia, including doctors, nurses, pharmacists, allied health workers and laboratory scientists along with socially aware individuals. It is the main source of income for the Mother Ignacia Hospital in Soe, West Timor, Indonesia. Expectant mothers are provided with antenatal accommodation and after the birth they are given a care pack of essential items. Having built the hospital, FOHG is adding to its facilities and equipment over time and pays salaries of medical and other staff. We have a close relationship with Prof Johannes Hospital in Kupang and other Indonesian hospitals and also with the Undana Medical School. We also provide educational programmes with the Polytechnic technical and nursing college in Kupang. As international visits are currently not possible FOHG has adapted by supporting our partners remotely. No member of FOHG receives any remuneration for their contributions.",
66618165343,Heal Paradise Australia Ltd,Registered,Small,"Sponsoring the education, care of children. sponsoring healthcare for children",
66635823791,The Asia-Pacific Association for International Education Ltd,Registered,Small,"APAIE runs an annual conference in the Asia-Pacific region every March. It was planned for Vancouver, Canada, for March 2020. This was postponed to March 2021 then postponed again to March 2022.",
66636450283,The Foundation of Light Limited,Registered,Small,"Due to covid-19, we are slowly progressing through the paperwork and correspondence with the person we are liaising with within Kenya. Unfortunately, we have not been able to undertake anything of a financial nature, as our initial benefactor funding has not been granted yet. We are undertaking the construction of W.A.S.H programs once the funding is in place.",
66637079291,REFINERY LIFE AUSTRALIA LIMITED,Registered,Small,We are supporting up to 200 orphans in kenya as well as conducting church services in the communities we operate in,
66640857941,THE GOOD DATA INSTITUTE LTD,Registered,Small,We provide some data and analytics support to charities that are based overseas,
66695621809,Gyuto House Australia Inc.,Registered,Small,"The 500 moks of Gyuto comprise old monks who escaped from Tibet in '59 after the invasion, others who followed and many new young ones - they are classed as refugees in India and need support to continue offering their unique education, training and spiritual practices for the benefit not only of their 500 year old tradition but for the mental health of all who come in contact with them. They have a very special ongoing relationship right across the Australian community and offer help and solace to many. In return Gyuto House Australia acts as a conduit for those who wish to support them.It is a mutually kind and compassionate service that benefits all.",
66701240336,Mary Ward International Australia Overseas Development Fund,Registered,Large,"Mary Ward International Australia's vision is a just world, where women share leadership, children thrive, and communities live in harmony with each other and the Earth. MWIA sources and provides much-needed funds, resources and opportunities to assist those who are disadvantaged and less fortunate around the world.","MWIA partners in collaborative, diverse and exploratory projects that support women s leadership and community ownership. It supports partners in implementing joint initiatives in a manner consistent with development best practice."
66730910528,Sydney Pentecostal Worship Centre Incorporated,Registered,Small,"Giving Financial aid to side-lined and marginalized communities and families, Financial aid to Gospel mission and Churches, Covid 19 financial support , Covid 19  death support to next kin of deceased.",
66749734810,Hobart Parish Of The Russian Orthodox Church Abroad,Registered,Small, ,
66783720860,George Sunderland Estate,Registered,Small, ,
66788245757,Parish Of Glenorchy And Moonah,Registered,Small, ,
66792038366,Webpastor Dot Com Ministries,Registered,Small,"In the advancement of religion to exercise our ministry of helps to the poor and needy in Australia and overseas, we have distributed small amounts of school supplies, clothing, gifts to students, ministers, individuals and families, and distributed hard copy Christian resources (such as Bibles, tracts and daily readers, where permitted) as well as those available via the internet.",
66875678400,Aligarh Muslim University Alumni of Australia Inc,Registered,Small,"Scholarships provided to Primary, Secondary and Tertiary education level students.",
66948873466,Gods Trio Partners For Mission Inc,Registered,Small,We send money raised up for Humanitarian Crisis Project into Myanmar to partners on the ground to distribute emergency and essential food and health supplies to those in urgent need.,
66976247503,Kony Ku Mith Abeer,Registered,Small,"We do send funds to support orphans for food, medication, education etc.",
67001692566,Compassion Australia,Registered,Large,"Compassion primarily works with individual children through our Child Sponsorship Program. Compassion's holistic child development model is designed to help reduce the vulnerability of children and their families and build their resilience through year round nutrition, health, education and income generation support.",
67064208232,St Georges Basin Baptist Church,Registered,Small,Financial and prayer support for a child through Baptist World Aid and financial and prayer support for aid workers through Global Interaction.,
67083874756,UNOH Ltd,Registered,Small,"UNOH workers immerse themselves in the life of neighbourhoods facing urban poverty. We have overseas workers in Thailand and New Zealand, who live and serve as small, responsive neighbourhood-based teams.",
67091255908,Accounting And Finance Association Of Australia And New Zealand Limited,Registered,Medium,"AFAANZ offers Research Grants for Developing and Mid-Career academics from Australia & New Zealand Our members are from Australia and New Zealand, so over 2021 we funded $400,000 in research grants to academics",
67113817637,Bupa Foundation (Australia) Limited,Registered,Large,Supporting the delivery of community programs in New Zealand and providing disaster relief and recovery donations through the international affiliates of Australian NGOs specialising in this work.,
67118772947,The Trustee For H N Puckle,Registered,Small, ,
67131567248,Hwasung Presbyterian Church Inc,Registered,Small,helping overseas Christian communities in Southeast Asia,Christian Services
67140857441,Hart Australasia Limited,Registered,Small,"We provide funding to Maluk Timor to undertake healthcare and health education to the most disadvantaged peoples of Timor Leste.  We provide aid and advocacy for the most disadvantaged peoples of our region. This aid is sent to places like Myanmar and Timor Leste. Our particular focus is on empowerment of women, health, education and malnutrition of children. We advocate through federal and state governments.",
67143460397,Cheetah Conservation Fund (Australia) Limited,Registered,Small,We provide funds to the CCF Namibia for the conseravtion and protection of the dwindling cheetah world population in addition to saving Cheetah population in the wild.,
67149402568,Ceec International Limited,Registered,Medium,"Our free resources are available all year around to everyone via our websiteworldwide. When funds allow, subject to COVID-19 travel restrictions, we organize low cost international events.","Eco-efficient minerals are needed for the world's energy transition and sustainable future. CEEC's mission helps the mining industry improve energy, emissions and water footprint: focused on crushing & grinding (comminution). We accelerate change by sharing insights to help decision makers invest in and accelerate their improvements across global mine sites. We communicate - sharing case studies and information online, to raise awareness of important advances, innovative research, alternative comminution and improvement case studies.  We collaborate â identify opportunities to build collective, independent tools for industry and research, such as Energy Curves, to help industry benchmark and improve. We celebrate â the most outstanding, demonstrated examples of eco-efficient comminution and processing. On our 10 year anniversary, our activities continue to be possible due to volunteers, Sponsors, in-kind supporters and media partners. Website link: https://www.ceecthefuture.org/"
67153380851,Kickstart Kids International Limited,Registered,Small,Providing support to orphaned and vulnerable children in Kenya. Community projects conducted to provide support and education to the local community in Kenya.,
67157651538,One Hand One Heart Incorporated,Registered,Medium,"We provide different support to Ghana, Yemen, Lebanon.  Ghana: water wells and food baskets.  Yemen: food baskets and medical services like surgeries and medicines  Lebanon: food baskets, medical services like surgeries and medicines, rent, clothing.  In Ghana and Yemen we deal with formal registered charities.  In Lebanon we have crews on the ground in different part of the country .  We don't take any case unless some documents are provided, like medical reports from the hospital in which the surgery will be held.  And before we provide any kind of help we do our own investigation to insure that it's a genuine case.",
67159574133,Cambridge English (Aus),Registered,Large,"Developing, improving, administrating, marketing, promoting and distributing tools to measure English language proficiency.",
67200305047,Anglican Parish Of Port Lincoln,Registered,Small,Does fundraising to provide funds transferred to ABM for emergency relief and any other requirements needed for disadvantaged countries.,
67215759480,Uthmanâs Dream Incorporated,Registered,Small,Please get in contact with admin@uthmansdream.com for a more detailed understanding regarding the operations of UDI!  Please see uthmansdream.inc on instagram.,
67225246259,Bahay Tuluyan Philippines Australia Inc,Registered,Medium,"Our fundraising helped our partner charity Bahay Tuluyan provide vulnerable Filippino children access food, shelter and education. We continued to support families locked down due to Covid. We expanded our farming practices with the aim of becoming more self suffiient. We also provide vocational training for Filippino youth.",
67265116382,The Trustee For Patricia Anna Anthony Estate,Registered,Small, ,
67304391359,The Redmond Charitable Gift Fund,Registered,Small, ,
67374528595,The Trustee For The Estate Of J C Pascoe,Registered,Small, ,
67408352101,Helping Hands Of St Joseph Inc,Registered,Small,"We provide mid day meals, school books and uniforms, tuition & assistance to the under-privileged students of St Joseph's Secondary School, Perambur, Chennai, India.",
67431254175,Australia Bangladesh Mission Incorporated,Registered,Small,Supporting financially disadvantaged students in Bangladesh to complete their schooling.,
67480564691,Confidence Grace and Faith Ministry to the Women of Liberia Incorporated,Registered,Small,"Funds sent to adapt building for school use. Uniforms sent for 60 students(required by Govt). Books, writing materials etc sent.",
67488688278,PPK FOUNDATION,Registered,Small,"We have provided needed food, clothing, education supplies and medicine to the remote orphanages in Myanmar. We have a Myanmar Committee that provided assistance in Myanmar and we use DHL to deliver our goods to the orphanages via our committee members. Money is transferred via bankcheque or telegraphic transfer forthe purchase of  goods and purchase of land",
67546299280,The Trustee For John R Dowler Estate,Registered,Small, ,
67587137180,The Trustee For Miss M K A Bell Memorial Fund,Registered,Small, ,
67603949480,Dont Go Gently Ltd,Registered,Small,"Our rural health post has been running with our funding since 2012, and provides primary health care to a village of 650 people.Our school program funds maintenance and additional resource purchases for a disadvantaged primary school that primarily educates Tibetan students.",
67610079862,Zimbabwe Sports & Education Fund Inc.,Registered,Small,We provide fiscal support to assist orphans and vulnerable children to overcome barriers to education and programs that provide pyscho-social support through sport.,
67615983661,Wesleyan Community Care,Registered,Medium,"World Hope International Ltd (WHI ) uses market-based and community-drivenenterprise solutions to empower, protect, and build resiliency through innovative,environmentally conscious, and transformative projects. We deliver our programmingthrough strategic local and global partnerships to create a maximal, sustainable impact.WHI AUS is part of a global WHI Alliance together with WHI USA and WHI Canadaoperating with our WHI in-country partners.",Emergency and Relief
67620285312,Global Revival Incorporated,Registered,Small,"Providing food in the villages of Pakistan- New Islamic Colony, Chak 12 BC Alif Yazman Road, Bahawalpur. We have identified some people in Pakistan who are our point of contact. We send money every month to support people in hardship.We have also opened a school with between 25-35 children under the age of 8years old. These children could not afford to be at school but now they are going to school. We got uniforms and stationery for them all and we pay the two teachers.",
67625702392,JET HELPING HANDS LTD,Registered,Small,"Food Relief, Assisting the disadvantaged",
67628158323,Wilkins Family Foundation Ltd,Registered,Small,The Wilkins Family Foundation has been established to sponsor and provide educational scholarships to marginalised girls in remote communities and rural areas of Vanuatu.,
67630062163,PROJECT SIX FOUNDATION LIMITED,Registered,Small,"Project Six Foundation has a strong affiliation with the Philippines, and had conducted several coaching tours over the last 3 years. The primary objective of P6F in the Philippines is to deliver sustainable sports and physical education programs into orphanages and schools in impoverished, and mostly disadvantaged, namely in the provinces and grater Metro Manila. Our aim is to support the physical and emotional development of children to improve wellbeing and mental health using sports and physical activity as the primary vehicle. So far, we have delivered free coaching and workshop clinics to over 200 coaches and teachers, and over 800 children, and delivered to over 20 schools and orphanages over the last 3 years. Locations have included Urdaneta, Pozorrubio (Pangasinan), Agoo (La Union), Quezon City, Santa Rosa (Laguna), and Makati (Manila). We have also donated several Hot Shot Tennis kits (courtesy of Tennis Australia) and basketball equipment to some of these areas.",
67632920739,CARE ONE CARE ALL GROUP LIMITED,Registered,Small,"1. We provided medical facilites, ambulance service and other support services to the needy. 2.We provided hands on training to school drop outs and assisted the individuals to set up and start small business operation. 3. We provided assistance for the care and welfare of destitute and homeless.","Working in close collaboration with charities (including but not limited to Prabh Aasra, Bibi Kaulan Bhlai Kender, Mata Jeeo Ji Sewa Society) helping homeless, destitute and people from poor economic backgrounds."
67633331334,LOVE & ACT FOUNDATION LTD,Registered,Small,providing financial support,
67640063730,Rafiki Mwema Incorporated,Registered,Medium,"Rafiki Mwema Incorporated is the sole funder of the Rafiki Mwema Therapeutic Centre and outreach/social enterprise programs in Nakuru, Kenya",
67645692404,TREE OF COMPASSION INCORPORATED,Registered,Small,"Animal Liberation Sanctuary (ALS) Nepal, including provision of funds and materials, provision of health care for the animals & training for local Nepali staff. MAITRI Charitable Trust, India, including provision of funds and materials, website and social media support.",
67648676406,The Trustee For The Robert Bruce Fairhall Perpetual Charitable Trust,Registered,Small, ,
67683193686,The Trustee For The Evelyn Winnifried Gottwaltz Perpetual Charitable Trust,Registered,Small, ,
67703825498,HOUSE OF BLESSING AUSTRALIA INCORPORATED,Registered,Small,"We made some donations to Yayasan Tangan Pengharapan (YTP) in Indonesia, which has the same objectives with us in providing educations for the needy and financially disadvantage children and young people.  We also provided advices in educational activity to YTP.",
67752132781,The Trustee For Fay Howard Ussher Charitable Trust,Registered,Small, ,
67814425377,Indian Reformed Fellowship - VIC Incorporated,Registered,Small,"-Provided a religious teaching ministry to equip community leaders with some financial support. -The distribution of gifts for needy children, food parcels/gifts for the very poor. -Still assessing the viability for orphaned/vulnerable children's education.",
67929575944,Key To Life Church Of Christ,Registered,Small,Support of two foster children; one in Thailand and one in India. Overseas. Support via International Teaching Partners to assist overseas bible college students. Support to Global Mission Partners for Covid-19 India appeal,
67971699152,The Trustee For Adelaide Hebrew Congregation Trust,Registered,Small, ,
67992500433,Positive Change for Marine Life,Registered,Medium,"Our Global Programs & Global Ambassador Adventures get to the heart of marine conservation issues, driving positive change for the ocean and the communities who rely upon it for survival. They aim to address the following issues through Marine Conservation strategies determined by the community, for the community:Waste management & marine pollution;Wetland (estuarine) remediation;Fisheries management.",
68000439047,The Royal Australian and New Zealand College of Psychiatrists,Registered,Large,"The RANZCP administers the Fellowship Training Program both in Australia and New Zealand, represents psychiatrists in New Zealand, provides continuing professional development activities for its members, engages with community in New Zealand to promote the health and wellbeing of all communities including consultation with M ori community members to support the right of M ori to effective health care appropriate to their culture and needs.",
68008839746,The Doyle Bequest,Registered,Small, ,
68009942821,Institute Of Modern Art Limited,Registered,Large,"In 2021 IMA toured Marianna Simnett's exhibition CREATURE to City Gallery, Wellington, New Zealand",
68058740024,Aujs Limited,Registered,Large,Providing leadership programs outside Australia,
68107144743,Caveside Church Of Christ,Registered,Small,sponsorship of students at a orphanage in India,
68108089327,Ethos Foundation Ltd,Registered,Small,"Ethos Foundation works directly with local community-based and community-led programs in refugee camps and vulnerable communities in Uganda, Kenya and Tanzania. The programs teach people about regenerative and local food growing  (permaculture) in the harsh camp environments - making compost, mulching, water management, wastewater management, saving seeds, growing perennial foods for nutrition and food security, establishing kitchen gardens in home compounds, working with schools to create food gardens to contribute to student wellbeing, planting food forests for shade and food, creating youth learning learning hubs and children's gardens, supporting grandmother's gardens and refugee foster parent gardens in the camps.  We support local permaculture teachers from the camps to lead programs with people in their neighbourhoods.  All funds shared are accounted for. All activities are documented with photos and videos. Monthly meetings are held, and weekly (sometimes daily) What's App chat",
68154397940,Donations in Kind Inc,Registered,Medium,"Donations in Kind does not send funds overseas but sources the requested goods , packs the containers and arranges the shipping to the recipient organisations",
68194971062,Jenifer Salmon Kelly Charitable Trust,Registered,Small, ,
68289166318,Mercy Huts Incorporated,Registered,Small,"Instruction, teaching - Details to follow with supporting documentation",
68320267277,Project Didi Australia,Registered,Small,"Project Didi Australia works in close partnership with a non-government organisation in Kathmandu, Nepal with over 10 years of experience in child protection and rights-basedprogramming for women and girls. Through provision of grants, Project Didi Australia provides family-based care, education, training and safe employment pathways for survivors of trafficking and violence.",
68339389072,The Trustee For Julietta Anatha Byrne Trust,Registered,Small, ,
68497106700,Columban Overseas Aid Fund,Registered,Medium,The Columban Overseas Aid Fund provides funding for projects in overseas countries that have been identified by Columbans working in those countries. Columbans on the ground in the receiving countries provide oversight and leadership of the projects.,
68508266820,Heavens Song Philadelphia Christian Centre The Church Of Jesus King Of Kings & Lord Of Lords Incorporated,Registered,Small,"Providing funding and support for disadvantaged families, funding of educational programs around Christian principles. Social Services - providing food and medical assistance to those in need.",
68532853835,William Wyper Estate,Registered,Small, ,
68536968527,All Saints Floreat Uniting Church Creative Living Centre,Registered,Small,"ESL classes are operated in West Papua to enable native Papua people to work towards financial independence. Coordinate and deliver Clean Water Workshops in West Papua working towards widespread access to fresh, clean household water.",
68539329715,Australian Church Women Incorporated,Registered,Small,Grants made to deliver programs,
68549581766,The Ernie Deomampo Charitable Trust,Registered,Small,"The purpose of the charity is to support families in need in the Philippines. All of our work is done there - through educational support/scholarships, medical care and business grants (in the form of chickens)",
68556236041,Christian Testimony Organisation,Registered,Small,"Transferring funds to support the disadvantage children ministry for their daily living needs like foods, accommodations, schooling transportation, educations, and learning skills.",
68568988060,"The Jean, Juliette & Gilberte Leman Trust",Registered,Small, ,
68570281057,The Elizabeth Connell Scholarship,Registered,Small,"During the normal course of operations, the Elizabeth Connell Prize is an international singing competition. Auditions are held online then in select cities throughout the world before the Final which is held in Sydney Australia.",Auditioning singers overseas.
68615201977,Impact Nations Australia Limited,Registered,Small,"Impact Nations Australia partners with leaders in the developing world to provide immediate relief for the poor and long term sustainability for individuals and communities.  Impact Nations Australia exists to relieve poverty, hunger, suffering, helplessness, distress and misfortune of people either in Australia or in developing nations where suffering humanity exists.  We are a Christ Centred Organisation. All that we do is an expression of our love and commitment to Jesus Christ.  Our goal is to provide the help needed to move both individuals and communities into long-term sustainability, not dependence upon any outside source.",
68619452005,Betseb International Aid Limited,Registered,Small,"Betseb international program, is providing financial support and business skill advice, related with income generation activities, for destitute families, to create sustainable income in order to upgrade their living condition.",
68625847403,Eden Australia Ltd,Registered,Medium,"Eden operates across Asia to bring awareness, education, rescue and restoration to women and children who are victims of human trafficking and sexual exploitation. Eden has been working among vulnerable communities and trafficked women in Asia for 19 years and programmes have been established in six major cities. Eden has a thorough and innovative victim support programme that is holistic and highly effective in the restoration of these young women. Eden holds key global partnerships such as US Embassy TIP Unit (Myanmar), Livelihoods and Food Security Fund (LIFT), Geneva Global, Department of Social Welfare (Myanmar).",
68626986338,UNITE LIVE AID LIMITED,Registered,Small,"Unite Live Aid Limited will build an eco-village in the Philippines that are sustainable and environmentally friendly. The village will house 3,000 families, who are currently homeless or at severe risk of homelessness. The village will include houses, roads, school, church, sport and recreational facilities, water catchment, medical centre, and land for agricultural use, to ensure the village is self-sustainable.Unite Live Aid will also provide funds for education programs and rehabilitation programs for children in Syria.  Unite Live Aid is also preparing to build an eco village in Syria, to house families who are homeless or are at risk of homelessness.  This village will be built and will operate in the same way as the eco-village in the Philippines.",
68652703671,Uniting Church In Australia Marion And Warradale Congregation,Registered,Small,"Supporting the Uniting Chursh's Lent Event and Christmas Bowl programs where overseas locations and communities in need are identified each year and supported through funding, personnel and/or programs.",
68684858112,Power-Packed Ministries International Inc,Registered,Small,"In recent years Covid has restricted travel, but programmes have been supplied by various interactive on-line media such as Zoom. International activities in person will resume as opportunities arise.",
68709571627,DT PEDULI AUSTRALIA INCORPORATED,Registered,Small,"As DPU Daarut Tauhid Australia is branch affiliate with DPU Daarut Tauhiid Indonesia or now known as DT Peduli Indonesia, we consolidate the charities received in order to give the charities to the appropriate beneficiaries as our beneficiaries are most come from poor people and in Indonesia has more poor people than Australia.and also since DT Peduli Indonesia/DPU Daarut Tauhiid Indonesia have more resources and projects to distribute to the needy / poor people in order to advance, society, education and religion.",
68752189485,The Trustee For The Mary And Brinley Bevan Charitable Trust,Registered,Small, ,
68758879001,The Trustee For Peter Rymer Charitable Trust,Registered,Small, ,
68781778726,Beatrice Latham Trust,Registered,Small, ,
68806207084,The Trustee For The Drury Trust,Registered,Small, ,
68821560035,The Trustee For Paul Douglas Daniel Charitable Trust,Registered,Small, ,
68836539430,John F Penberthy Dulcie M Penberthy & Robin James Charitable Trust,Registered,Small, ,
68929975284,INTERNATIONAL VILLAGE CARE MINISTRY,Registered,Small,"In Cambodia we operate a facility in Siem Reap where local children from low income families receive supplementary education to the half day of education provided via the government system. Children are also provided with other basic needs such as a meal, and assistance with dental hygiene.In India we assist children from low income families of local rural villages with education, accommodation and meals, at Blessed Home.In both countries we continued to provide rice to hundreds of families impacted by the financial consequences of the pandemic.",
68948713911,The Damien Trimingham Foundation,Registered,Small,Provide resources to enable overseas related organisations to conduct their activities.,
68990217268,"The Chris, Rene & Ron Long Charitable Trust",Registered,Small, ,
69007000419,Firbank Grammar School,Registered,Large,Delivery Australian educational programs in South East Asia.,
69081064486,Bowel Cancer Foundation Pty Ltd,Registered,Medium,Outreach activities in second-world environments for both colorectal patient care and training general surgeons in colorectal surgical management,Meetings with officers of International Colorectal Surgical Societies regarding International Screening Programmes for Bowel Cancer Prevention
69105174255,Tanzanian Empowerment through Education TANZEED,Registered,Small,We build schools in remote Tanzanian villages where children do not get access to an education.,
69169548109,Make A Difference Project Ltd,Registered,Small,We provide funding to organisations operating in Peru that protect the natural environment.,
69227638544,RoundTrip Foundation Inc,Registered,Small,"We raise funds through donations and philanthropic grants to support our two key projects in Sri Lanka and Zambia, both of which are underpinned by the principles of self-determination and sustainability.",
69234355895,Awareness Cambodia Inc,Registered,Small,"Continued with Child development of children under Awareness Cambodia's Care, by providing shelter and clothing, education and career guidance and support. Running the Graduation House facility in Phnom Penh for province student attending universityin the city so they can access accommodation and support",
69258180421,Blessing In Disguise Charitable Trust,Registered,Small,Grace Pads is the most successful washable sanitary pad program in Malawi. We are a local on the ground program but the finances and operations are controlled by the head office in Australia. We also are extending our reach into South Africa with our 12 month box programs. We also support various woman and disabled children who require surgery. This year we will be starting 5 new programs all managed under the blessing in disguise umbrella.,
69337035481,The Trustee For Matthew Roy Charitable Trust,Registered,Small, ,
69363947990,The Trustee for Gwen and David Moore Trust,Registered,Small, ,
69364420091,The Trustee For Kitty & Harry Ramondt Charitable Trust,Registered,Small, ,
69440573358,Community Of The Sisters Of The Church,Registered,Small,School fees sent to a beneficiary to cover costs for 4 children/youth who are orphans,
69470097270,The Trustee For William George Fuller Estate,Registered,Small, ,
69471935478,The Trustee For Margaret J Sutton Estate,Registered,Small, ,
69512211422,The Malcolm Foundation,Registered,Small, ,
69544907649,Liberty For The Nations Incorporated,Registered,Medium,"The majority of our funds and activities overseas during the past financial year havebeen focused on providing early childhood, primary and high school education in thePhilippines and Vanuatu, post-cyclone immediate and ongoing aid due to continualflooding in Mindoro Island in the Philippines. Other funds and activities have providedsupport for Christian leadership training, churchworkers and church facilities in the Philippines Nigeria, andTurkey.",
69557309478,The Trustee For Teresa Mary Wardell Estate,Registered,Small, ,
69600540976,GGC Volunteers Limited,Registered,Small,"* GGC facilitates volunteer and student group placements to Vietnam to support improved health and developmental outcomes for children with disabilities- this is under the supervision of GGC Vietnam staff, and the support of professional staff (chosen by the facility sending the group) attending with some student groups.* Beneficiaries of the program may reside in orphanages, or may have families, and they are often impoverished. By facilitating placements with individual volunteers, with student groups, many of whom are professionals or undergraduate therapists, GGC aims to support the work of GGC Vietnam with the children in their community and to educate families and facility staff as well as capacity build for GGC Vietnam so that children with disabilities receive maximum support through best practice knowledge and skills.* Participants with specific skills provide education to families and staff so that the child receives ongoing benefit after the placements have completed.",
69609864557,Little Lives Australia Inc,Registered,Small,Little Lives Australia has partnered with Maluk Timor- A not-for-profit NGO working to advance quality healthcare in Timor-Leste. Little Lives has committed to funding the malnutrition program developed and run in Timor-Leste by Maluk-Timor. The aim is to use existing government trained nutrition technicians and develop an intervention program in community health centres.Additionally in this year LIttle LIves has provided flood relief for this natural disaster in Timor. This provided vital healthcare supplies for children and their families in Timor.,
69618787901,Australian Friends of Tel Aviv University Research Ltd.,Registered,Medium,Our charity provides funding to Tel Aviv University to advance health and promote theprevention of disease in human beings.,
69707383799,The Trustee For The Bessie Catherine Cook Piano Award,Registered,Small, ,
69709169056,B.I.G. Boldly I Go Inc.,Registered,Small,"Children are sponsored by Australians on a monthly basis.  This money is then used to provide payment for school fees, university/college fees, uniforms, stationery and other educational requirements.  Emergency food & medicine supply is purchased for those with sudden medical or personal issues.  Australian sponsors are updated via photographs and letters.  Kenyan worker provides receipts and accountability to us in Australia.",
69735157663,God Is Good Christian Mission Inc,Registered,Small,"Financial and moral to victims of calamities like typhoon, floods, lanslides, volcano eruptions, earthquakes, bushfires and other calamities and disasaters. Philippines always suffers with all kinds of calamaties and disasters. Many poor people become homeless, suffer sickness and afflictions and many people are dying also.",
69742181292,The Trustee For The Jb Ryan Perpetual Trust,Registered,Small, ,
69793074311,The Trustee For The Cecil And Neita Quail Perpetual Charitable Trust,Registered,Small, ,
69840229524,Gawler Baptist Church Incorporated,Registered,Small,Send funds to support overseas programs and workers through official channels.,
69875786893,Atma Australia Inc,Registered,Small,Atma Aus sends any donations to Atna India to support work in education,
69964596401,The trustee for the Sight for All Foundation Fund,Registered,Medium,"Sight For All is focused on collaborative eye health projects in key communities and countries. Our projects are based on four key strategies - collaborative research, sustainable education, infrastructure support and eye health awareness.Sight For All's projects are undertaken in partner countries including low-middle income countries, where 89% of the world's blind live. With 89% of all vision impairment and blindness being avoidable, Sight For All's projects are innovative and based on a sustainable approach to eliminate blindness caused by a range of blinding conditions.",
69985649866,Docomomo Australia Incorporated,Registered,Small,"Lists modern heritage buildings and sites nationally and internationally, does research, provides articles for the International journal, adds information to the national and international websites. In 2021 many members spoke virtually at the 2020+ Docomomo International Conference in Tokyo, Japan or joined the roundtable discussions there all in September 2021 from Tokyo. When there is no pandemic it organises monthly seminars and talks, site visits, seminars and social activities",
70005572485,Barnabas Fund Australia,Registered,Large,"The global work of Barnabas Fund Australia is facilitated and co-ordinated from its headquarters, CRI. Registered in the USA, it also has an operational office in the UK. The head office provides all editorial materials (magazines, project reports, etc) in addition to project administration and IT support. This enables the global ministry to operate at overheads of lower than 12%. BFA's main activities are undertaken through the channeling of funds to the global Barnabas ministry via the head office for allocation to projects that meet the objectives of the Charity. BFA has entered into a MOU with the Head Office. The Head Office undertakes and affirms to use the funds in accordance with he desires of the donors and in line with the MOU.",
70055508122,Sutherland Cranial Teaching Foundation of Australia and New Zealand Pty Ltd,Registered,Small,We provide flexible learning with program having an online and face-to-face element. We have osteopaths and other specialists in New Zealand and around Australia that provide the education.,
70062075218,Hope Worldwide (Australia) Ltd,Registered,Small,"supporting progams through transfer of funds to partner organisations in Papua New guinea and Fiji. Organising volunteer trips to Papua New guinea, Fiji, New caledonia. These trips involve serving the local community",
70065099100,Health Education Leadership Program International Incorporated,Registered,Small,The funds raised were used in the continued operation of the Samaritan Children Home in Bangladesh which provides for the needs of about 400 children.,
70078683534,Australian Foundation For Fostering Learning In The Philippines Inc,Registered,Small,AFFLIP only provides it services as indicated above overseas.,
